place_id,place_name,url,sg_postal,postal_code,address,lat,lon,place_category,last_update_dt
pid_1697,STRATFORD COURT,,Singapore 489929,489929,41A BEDOK RIA CRESCENT 489929,,,,02:37.9
pid_1698,KIM HOE POINT,,Singapore 208652,208652,35 KELANTAN LANE 208652,,,,02:37.9
pid_1699,MANAGEMENT CORPORATION STRATA TITLE PLAN NO.2408,,Singapore 427607,427607,362 JOO CHIAT ROAD 427607,,,,02:37.9
pid_1700,PH BUILDING,,Singapore 188942,188942,33 MIDDLE ROAD 188942,,,,02:37.9
pid_1701,SUNGROVE,,Singapore 127894,127894,103 WEST COAST ROAD 127894,,,,02:37.9
pid_1702,TUDOR TEN,,Singapore 297973,297973,23 TUDOR CLOSE 297973,,,,02:37.9
pid_1703,SIMSVILLE CONDOMINIUM,,Singapore 389754,389754,2 GEYLANG EAST AVENUE 2 389754,,,,02:37.9
pid_1704,KB INDUSTRIAL BUILDING,,Singapore 416175,416175,10 KAKI BUKIT ROAD 1 416175,,,,02:37.9
pid_1705,CHESTERVALE EXECUTIVE CONDOMINIUM,,Singapore 679974,679974,33 BANGKIT ROAD 679974,,,,02:37.9
pid_1706,ESCADA VIEW,,Singapore 417657,417657,53 LENGKONG EMPAT 417657,,,,02:37.9
pid_1707,ENTERPRISE INDUSTRIAL BUILDING,,Singapore 388568,388568,46 LORONG 17 GEYLANG 388568,,,,02:37.9
pid_1708,THE HERMITAGE,,Singapore 258117,258117,2 SARKIES ROAD 258117,,,,02:37.9
pid_1709,HIANGKIE INDUSTRIAL BUILDING,,Singapore 757718,757718,27 WOODLANDS INDUSTRIAL PARK E1 757718,,,,02:37.9
pid_1710,EWE BOON REGENT,,Singapore 259332,259332,31 EWE BOON ROAD 259332,,,,02:38.0
pid_1711,THE SILVERTON,,Singapore 438818,438818,16 HAIG LANE 438818,,,,02:38.0
pid_1712,UE SQUARE,,Singapore 238274,238274,205 RIVER VALLEY ROAD 238274,,,,02:38.0
pid_1713,LOYANG COURT,,Singapore 509522,509522,161X JALAN LOYANG BESAR 509522,,,,02:38.0
pid_1714,THE DAFFODIL,,Singapore 466584,466584,568 UPPER EAST COAST ROAD 466584,,,,02:38.0
pid_1715,ANDERSON GREEN,,Singapore 259984,259984,21 ANDERSON ROAD 259984,,,,02:38.0
pid_1716,THE PATERSON EDGE,,Singapore 238518,238518,26 PATERSON ROAD 238518,,,,02:38.0
pid_1717,THE MAKENA,,Singapore 437932,437932,121 MEYER ROAD 437932,,,,02:38.0
pid_1718,AMA BUILDING,,Singapore 349326,349326,50 KALLANG PUDDING ROAD 349326,,,,02:38.0
pid_1719,GILSTEAD 38,,Singapore 309082,309082,38 GILSTEAD ROAD 309082,,,,02:38.0
pid_1720,EASTPOINT GREEN,,Singapore 529890,529890,1 SIMEI STREET 3 529890,,,,02:38.0
pid_1721,Westmere Executive Condominium,,Singapore 609650,609650,71 JURONG EAST STREET 13 609650,,,,02:38.0
pid_1722,ONE SIMS LANE,,Singapore 387355,387355,1 SIMS LANE 387355,,,,02:38.0
pid_1723,EURO ASIA LODGE,,Singapore 427253,427253,96 JOO CHIAT TERRACE 427253,,,,02:38.0
pid_1724,NORTHVALE CONDOMINIUM,,Singapore 689669,689669,63 CHOA CHU KANG LOOP 689669,,,,02:38.0
pid_1725,THE SPRINGBLOOM,,Singapore 556119,556119,139 SERANGOON AVENUE 3 556119,,,,02:38.0
pid_1726,VILLA AZURA,,Singapore 279872,279872,3 CHERRY AVENUE 279872,,,,02:38.0
pid_1727,FORTUNE VIEW,,Singapore 358198,358198,33 SOMMERVILLE WALK 358198,,,,02:38.0
pid_1728,THE SUNFLOWER,,Singapore 398415,398415,10 LORONG 28 GEYLANG 398415,,,,02:38.0
pid_1729,GALLOP GABLES,,Singapore 268854,268854,78 FARRER ROAD 268854,,,,02:38.0
pid_1730,THE RICHMOND,,Singapore 327950,327950,7 ST. MICHAELS ROAD 327950,,,,02:38.0
pid_1731,UOB CENTRE,,Singapore 588178,588178,148 UPPER BUKIT TIMAH ROAD 588178,,,,02:38.1
pid_1732,D-MANSIONS,,Singapore 439275,439275,2 DUNMAN LANE 439275,,,,02:38.1
pid_1733,EASTWOOD LODGE,,Singapore 486137,486137,36 EASTWOOD ROAD 486137,,,,02:38.1
pid_1734,SOPHIA CREST,,Singapore 228151,228151,67 SOPHIA ROAD 228151,,,,02:38.1
pid_1735,EASTVALE CONDOMINIUM,,Singapore 519491,519491,31 PASIR RIS DRIVE 3 519491,,,,02:38.1
pid_1736,PALMWOODS,,Singapore 487040,487040,450 UPPER CHANGI ROAD 487040,,,,02:38.1
pid_1737,MANAGEMENT CORPORATION STRATA TITLE PLAN NO.2448,,Singapore 427744,427744,11 JOO CHIAT PLACE 427744,,,,02:38.1
pid_1738,ST. FRANCIS LODGE,,Singapore 328074,328074,98 ST. FRANCIS ROAD 328074,,,,02:38.1
pid_1739,THE SPINNAKER,,Singapore 307788,307788,13 SUFFOLK ROAD 307788,,,,02:38.1
pid_1740,CASSIA VIEW,,Singapore 399746,399746,320 GUILLEMARD ROAD 399746,,,,02:38.1
pid_1741,JERVOIS MEADOWS,,Singapore 249063,249063,107 JERVOIS ROAD 249063,,,,02:38.1
pid_1742,SIMEI GREEN CONDOMINIUM,,Singapore 529861,529861,1 SIMEI STREET 4 529861,,,,02:38.1
pid_1743,GRANGE 80,,Singapore 249585,249585,80 GRANGE ROAD 249585,,,,02:38.1
pid_1744,BHL FACTORIES,,Singapore 729929,729929,2B MANDAI ESTATE 729929,,,,02:38.1
pid_1745,GLOUCESTER MANSIONS,,Singapore 307947,307947,10 NEWTON ROAD 307947,,,,02:38.1
pid_1746,AVALON,,Singapore 259985,259985,23 ANDERSON ROAD 259985,,,,02:38.1
pid_1747,32 PENHAS,,Singapore 208191,208191,32 PENHAS ROAD 208191,,,,02:38.2
pid_1748,HOUGANG GREEN,,Singapore 538719,538719,21 HOUGANG STREET 51 538719,,,,02:38.2
pid_1749,CHEN FANG MANSIONS,,Singapore 387986,387986,26 LORONG 33 GEYLANG 387986,,,,02:38.2
pid_1750,79 ANSON ROAD,,Singapore 79906,79906,79 ANSON ROAD 79906,,,,02:38.2
pid_1751,LHK BUILDING,,Singapore 387383,387383,701 SIMS DRIVE 387383,,,,02:38.2
pid_1752,GARDENVILLE,,Singapore 257654,257654,10 WALSHE ROAD 257654,,,,02:38.2
pid_1753,CEYLON COURT,,Singapore 429688,429688,105H CEYLON ROAD 429688,,,,02:38.2
pid_1754,SCOTTS 28,,Singapore 228223,228223,28 SCOTTS ROAD 228223,,,,02:38.2
pid_1755,KASTURINA LODGE,,Singapore 248969,248969,20 KAY POH ROAD 248969,,,,02:38.2
pid_1756,DUCHESS CREST,,Singapore 269196,269196,50 DUCHESS AVENUE 269196,,,,02:38.2
pid_1757,LE HILL CONDOMINIUM,,Singapore 118894,118894,42 PASIR PANJANG HILL 118894,,,,02:38.2
pid_1758,Management Corporation Strata Title No. 2476,,Singapore 389676,389676,791C GEYLANG ROAD 389676,,,,02:38.2
pid_1759,EASTWOOD CENTRE,,Singapore 486442,486442,20 EASTWOOD ROAD 486442,,,,02:38.2
pid_1760,MERAWOODS,,Singapore 669607,669607,136C HILLVIEW AVENUE 669607,,,,02:38.2
pid_1761,WESTCOVE CONDOMINIUM,,Singapore 128041,128041,10 WEST COAST CRESCENT 128041,,,,02:38.3
pid_1762,MUTIARA CREST,,Singapore 249183,249183,2 JALAN MUTIARA 249183,,,,02:38.3
pid_1763,KENTISH COURT,,Singapore 218816,218816,33 OXFORD ROAD 218816,,,,02:38.3
pid_1764,FAIRLODGE APARTMENTS,,Singapore 278551,278551,110 HOLLAND ROAD 278551,,,,02:38.3
pid_1765,PTH BUILDING,,Singapore 388069,388069,15 LORONG 29 GEYLANG 388069,,,,02:38.3
pid_1766,BISHAN 8,,Singapore 574045,574045,63 BISHAN STREET 21 574045,,,,02:38.3
pid_1767,GENESIS,,Singapore 229847,229847,170 BUKIT TIMAH ROAD 229847,,,,02:38.3
pid_1768,PALM GREEN,,Singapore 117621,117621,481 PASIR PANJANG ROAD 117621,,,,02:38.3
pid_1769,SAM KIANG MANSION,,Singapore 238108,238108,23 ST. THOMAS WALK 238108,,,,02:38.3
pid_1770,D'FOCUS APARTMENTS,,Singapore 438789,438789,135 HAIG ROAD 438789,,,,02:38.3
pid_1771,THE PRINCETON,,Singapore 259313,259313,2 EWE BOON ROAD 259313,,,,02:38.3
pid_1772,PINEVALE CONDOMINIUM,,Singapore 528823,528823,2 TAMPINES STREET 73 528823,,,,02:38.3
pid_1773,New World Centre,,Singapore 209037,209037,1 JALAN BERSEH 209037,,,,02:38.3
pid_1774,DUBLIN ROAD FLATS,,Singapore 239808,239808,19D DUBLIN ROAD 239808,,,,02:38.3
pid_1775,HAZEL PARK CONDOMINIUM,,Singapore 678943,678943,15 HAZEL PARK TERRACE 678943,,,,02:38.4
pid_1776,81 JOO CHIAT ROAD,,Singapore 427725,427725,81 JOO CHIAT ROAD 427725,,,,02:38.4
pid_1777,FENARA COURT,,Singapore 428233,428233,3 JALAN WAKAFF 428233,,,,02:38.4
pid_1778,ESTELLA GARDENS,,Singapore 509738,509738,21 FLORA ROAD 509738,,,,02:38.4
pid_1779,SUNFLOWER VIEW,,Singapore 389162,389162,30 LORONG 36 GEYLANG 389162,,,,02:38.4
pid_1780,TRELLIS TOWERS,,Singapore 319773,319773,700 LORONG 1 TOA PAYOH 319773,,,,02:38.4
pid_1781,THOMSON 800,,Singapore 298144,298144,800 THOMSON ROAD 298144,,,,02:38.4
pid_1782,EXCALIBUR CENTRE,,Singapore 408571,408571,71 UBI CRESCENT 408571,,,,02:38.4
pid_1783,REGENTVILLE,,Singapore 538683,538683,2 HOUGANG STREET 92 538683,,,,02:38.4
pid_1784,SARKIES MANSION,,Singapore 258128,258128,9 SARKIES ROAD 258128,,,,02:38.4
pid_1785,KIM KEAT LODGE,,Singapore 328843,328843,5 KIM KEAT ROAD 328843,,,,02:38.4
pid_1786,ECM BUILDING,,Singapore 387604,387604,260 SIMS AVENUE 387604,,,,02:38.4
pid_1787,JEWEL OF BALMORAL,,Singapore 259865,259865,7C BALMORAL PARK 259865,,,,02:38.4
pid_1788,CHELSEA GARDENS,,Singapore 257652,257652,2 WALSHE ROAD 257652,,,,02:38.4
pid_1789,67 BOURNEMOUTH ROAD,,Singapore 439707,439707,67A BOURNEMOUTH ROAD 439707,,,,02:38.4
pid_1790,MINTON RISE CONDOMINIUM,,Singapore 530150,530150,150 LORONG AH SOO 530150,,,,02:38.5
pid_1791,THE BALMORAL SPRING,,Singapore 259888,259888,3 BALMORAL CRESCENT 259888,,,,02:38.5
pid_1792,63 @ UBI,,Singapore 408937,408937,63 UBI AVENUE 1 408937,,,,02:38.5
pid_1793,LA MAISON,,Singapore 308215,308215,10 MOULMEIN RISE 308215,,,,02:38.5
pid_1794,CASAFINA,,Singapore 469336,469336,211 BEDOK SOUTH AVENUE 1 469336,,,,02:38.5
pid_1795,SUNFLOWER MANSIONS,,Singapore 398489,398489,17 LORONG 26 GEYLANG 398489,,,,02:38.5
pid_1796,JANSEN 28,,Singapore 548341,548341,28 JANSEN ROAD 548341,,,,02:38.5
pid_1797,EVERGREEN PARK,,Singapore 538800,538800,31 HOUGANG AVENUE 7 538800,,,,02:38.5
pid_1798,SIXTH AVENUE VILLE,,Singapore 276484,276484,43 SIXTH AVENUE 276484,,,,02:38.5
pid_1799,HILLBROOKS CONDOMINIUM,,Singapore 669610,669610,88 HILLVIEW AVENUE 669610,,,,02:38.5
pid_1800,Sunrise Gardens,,Singapore 806745,806745,51 SUNRISE AVENUE 806745,,,,02:38.5
pid_1801,MONTROSA,,Singapore 669605,669605,132B HILLVIEW AVENUE 669605,,,,02:38.5
pid_1802,OLEANAS RESIDENCE,,Singapore 239347,239347,42 KIM YAM ROAD 239347,,,,02:38.5
pid_1803,CHINA SQUARE FOOD CENTRE,,Singapore 48441,48441,51 TELOK AYER STREET 48441,,,,02:38.5
pid_1804,VILLA MARINA,,Singapore 457398,457398,21 JALAN SEMPADAN 457398,,,,02:38.5
pid_1805,TRISTAR COMPLEX,,Singapore 423492,423492,970 GEYLANG ROAD 423492,,,,02:38.6
pid_1806,ST. PATRICK'S GREEN,,Singapore 424167,424167,49 ST. PATRICKS ROAD 424167,,,,02:38.6
pid_1807,ASPEN HEIGHTS,,Singapore 238307,238307,261 RIVER VALLEY ROAD 238307,,,,02:38.6
pid_1808,BUKIT PANJANG PLAZA,,Singapore 677743,677743,1 JELEBU ROAD 677743,,,,02:38.6
pid_1809,GRANGE 70,,Singapore 249574,249574,70 GRANGE ROAD 249574,,,,02:38.6
pid_1810,LHK2 BUILDING,,Singapore 367996,367996,76 PLAYFAIR ROAD 367996,,,,02:38.6
pid_1811,THE LEGACY,,Singapore 259750,259750,455 BUKIT TIMAH ROAD 259750,,,,02:38.6
pid_1812,CHELSEA LODGE,,Singapore 437083,437083,300 TANJONG KATONG ROAD 437083,,,,02:38.6
pid_1813,CELADON VIEW,,Singapore 507029,507029,45 JALAN LOYANG BESAR 507029,,,,02:38.6
pid_1814,The Huntington,,Singapore 308095,308095,190 MOULMEIN ROAD 308095,,,,02:38.6
pid_1815,SEASONS VIEW CONDOMINIUM,,Singapore 576149,576149,5 PEMIMPIN DRIVE 576149,,,,02:38.6
pid_1816,MUTIARA VIEW,,Singapore 249191,249191,11 JALAN MUTIARA 249191,,,,02:38.6
pid_1817,THE STERLING,,Singapore 596289,596289,1003 BUKIT TIMAH ROAD 596289,,,,02:38.6
pid_1818,RIVER PLACE CONDOMINIUM,,Singapore 169658,169658,60 HAVELOCK ROAD 169658,,,,02:38.7
pid_1819,THOMSON IMPERIAL COURT,,Singapore 574424,574424,200 UPPER THOMSON ROAD 574424,,,,02:38.7
pid_1820,SUMMER GARDENS,,Singapore 486889,486889,21 UPPER CHANGI ROAD EAST 486889,,,,02:38.7
pid_1821,THE SPRINGFIELD,,Singapore 486258,486258,23 CHEMPAKA KUNING LINK 486258,,,,02:38.7
pid_1822,BALMORAL RESIDENCES,,Singapore 259905,259905,12 BALMORAL CRESCENT 259905,,,,02:38.7
pid_1823,BIRMINGHAM MANSION,,Singapore 307682,307682,130 THOMSON ROAD 307682,,,,02:38.7
pid_1824,GLENDALE PARK,,Singapore 669556,669556,21 HILLVIEW AVENUE 669556,,,,02:38.7
pid_1825,HOLT RESIDENCES,,Singapore 249444,249444,5 HOLT ROAD 249444,,,,02:38.7
pid_1826,MELINIA COURT,,Singapore 425354,425354,56 LORONG M TELOK KURAU 425354,,,,02:38.7
pid_1827,THE FLORIDA,,Singapore 538804,538804,70 HOUGANG AVENUE 7 538804,,,,02:38.7
pid_1828,PALM GARDENS,,Singapore 689047,689047,2E HONG SAN WALK 689047,,,,02:38.7
pid_1829,ST. THOMAS VILLE,,Singapore 238118,238118,38 ST. THOMAS WALK 238118,,,,02:38.7
pid_1830,AUTOMOBILE MEGAMART,,Singapore 408898,408898,61 UBI AVENUE 2 408898,,,,02:38.7
pid_1831,BURLINGTON SQUARE,,Singapore 189649,189649,175 BENCOOLEN STREET 189649,,,,02:38.7
pid_1832,SHUN LI INDUSTRIAL PARK,,Singapore 415985,415985,101 KAKI BUKIT AVENUE 1 415985,,,,02:38.7
pid_1833,NUMBER ONE BUILDING,,Singapore 408563,408563,1 UBI CRESCENT 408563,,,,02:38.8
pid_1834,ANGSANA @ 21,,Singapore 387757,387757,21 LORONG TAHAR 387757,,,,02:38.8
pid_1835,KENTISH GREEN,,Singapore 218815,218815,20 OXFORD ROAD 218815,,,,02:38.8
pid_1836,MOONSTONE VIEW,,Singapore 328496,328496,31 MOONSTONE LANE 328496,,,,02:38.8
pid_1837,MARTINA MANSIONS,,Singapore 257854,257854,315 BUKIT TIMAH ROAD 257854,,,,02:38.8
pid_1838,SERAYA BREEZE,,Singapore 437235,437235,3 SERAYA ROAD 437235,,,,02:38.8
pid_1839,ROBIN REGALIA,,Singapore 258210,258210,35 ROBIN ROAD 258210,,,,02:38.8
pid_1840,CROWN BUILDING,,Singapore 398753,398753,37 LORONG 20 GEYLANG 398753,,,,02:38.8
pid_1841,GUILIN VIEW,,Singapore 659244,659244,20 BUKIT BATOK STREET 52 659244,,,,02:38.8
pid_1842,D'MANOR,,Singapore 465674,465674,13 TANAH MERAH KECHIL AVENUE 465674,,,,02:38.8
pid_1843,OVADA EIGHT,,Singapore 427071,427071,127 KOON SENG ROAD 427071,,,,02:38.8
pid_1844,THE HILLSIDE,,Singapore 588195,588195,341 UPPER BUKIT TIMAH ROAD 588195,,,,02:38.8
pid_1845,VILLA MARTIA,,Singapore 424808,424808,11 MARTIA ROAD 424808,,,,02:38.8
pid_1846,WOODGROVE CONDOMINIUM,,Singapore 738207,738207,2 WOODGROVE DRIVE 738207,,,,02:38.8
pid_1847,HERITAGE VIEW,,Singapore 138678,138678,6 DOVER RISE 138678,,,,02:38.8
pid_1848,WALTON GARDEN,,Singapore 436824,436824,5 WALTON ROAD 436824,,,,02:38.8
pid_1849,HIGH OAK CONDOMINIUM,,Singapore 596290,596290,11 TOH TUCK ROAD 596290,,,,02:38.9
pid_1850,THE BENCOOLEN,,Singapore 189646,189646,180 BENCOOLEN STREET 189646,,,,02:38.9
pid_1851,CLAREMONT,,Singapore 239569,239569,161 KILLINEY ROAD 239569,,,,02:38.9
pid_1852,EMERALD EAST,,Singapore 436892,436892,8D TANJONG RHU ROAD 436892,,,,02:38.9
pid_1853,SUNFLOWER COURT,,Singapore 399182,399182,30 LORONG 6 GEYLANG 399182,,,,02:38.9
pid_1854,WINDERMERE,,Singapore 689093,689093,20 CHOA CHU KANG STREET 64 689093,,,,02:38.9
pid_1855,EMERALD GARDEN,,Singapore 69415,69415,33 CLUB STREET 69415,,,,02:38.9
pid_1856,BUTTERWORTH VIEW,,Singapore 439431,439431,21 BUTTERWORTH LANE 439431,,,,02:38.9
pid_1857,NOVENA LODGE,,Singapore 308729,308729,2 JALAN MERLIMAU 308729,,,,02:38.9
pid_1858,REGENT GROVE,,Singapore 689527,689527,50 CHOA CHU KANG NORTH 7 689527,,,,02:38.9
pid_1859,UBI 55,,Singapore 408935,408935,55 UBI AVENUE 1 408935,,,,02:38.9
pid_1860,THE RIVERVALE,,Singapore 545118,545118,1 RIVERVALE LINK 545118,,,,02:38.9
pid_1861,SELETAR SPRINGS,,Singapore 798592,798592,100 GERALD DRIVE 798592,,,,02:38.9
pid_1862,CHATEAU LE FAME,,Singapore 259345,259345,51 EWE BOON ROAD 259345,,,,02:38.9
pid_1863,CASA EMERALD,,Singapore 398311,398311,51 LORONG 32 GEYLANG 398311,,,,02:38.9
pid_1864,PARKWAY LODGE,,Singapore 427705,427705,525 JOO CHIAT ROAD 427705,,,,02:38.9
pid_1865,MELROSE PARK,,Singapore 248903,248903,91 KELLOCK ROAD 248903,,,,02:38.9
pid_1866,SUNSHINE PLAZA,,Singapore 189652,189652,91 BENCOOLEN STREET 189652,,,,02:38.9
pid_1867,NEW COURT,,Singapore 329387,329387,35 JALAN DUSUN 329387,,,,02:39.0
pid_1868,SHAW PLAZA-TWIN HEIGHTS,,Singapore 329779,329779,350 BALESTIER ROAD 329779,,,,02:39.0
pid_1869,NO. 1 HOLT ROAD,,Singapore 249441,249441,1 HOLT ROAD 249441,,,,02:39.0
pid_1870,THE TROPICA,,Singapore 529771,529771,51 TAMPINES AVENUE 1 529771,,,,02:39.0
pid_1871,LAGUNA 88,,Singapore 486356,486356,44 EASTWOOD ROAD 486356,,,,02:39.0
pid_1872,PAYA UBI INDUSTRIAL PARK,,Singapore 408933,408933,51 UBI AVENUE 1 408933,,,,02:39.0
pid_1873,FLORAVALE CONDOMINIUM,,Singapore 648351,648351,218 WESTWOOD AVENUE 648351,,,,02:39.0
pid_1874,TRADS BUILDING,,Singapore 218380,218380,95 RANGOON ROAD 218380,,,,02:39.0
pid_1875,Grandlink Square,,Singapore 399847,399847,511 GUILLEMARD ROAD 399847,,,,02:39.0
pid_1876,PARC STEVENS,,Singapore 257914,257914,23 STEVENS DRIVE 257914,,,,02:39.0
pid_1877,NORTHOAKS CONDOMINIUM,,Singapore 738081,738081,20 WOODLANDS CRESCENT 738081,,,,02:39.0
pid_1878,YEW MEI GREEN,,Singapore 689574,689574,50 CHOA CHU KANG NORTH 6 689574,,,,02:39.0
pid_1879,GAMBIER COURT,,Singapore 239363,239363,62 KIM YAM ROAD 239363,,,,02:39.0
pid_1880,NEW CENTURY,,Singapore 536199,536199,6 NEW INDUSTRIAL ROAD 536199,,,,02:39.0
pid_1881,SUNFLOWER RESIDENCE,,Singapore 398305,398305,45 LORONG 32 GEYLANG 398305,,,,02:39.0
pid_1882,FERNHILL COTTAGE,,Singapore 259141,259141,62 FERNHILL ROAD 259141,,,,02:39.0
pid_1883,SPRING GARDENS,,Singapore 438769,438769,141 HAIG ROAD 438769,,,,02:39.0
pid_1884,CENTRAL GROVE CONDOMINIUM,,Singapore 389779,389779,3 GEYLANG EAST AVENUE 1 389779,,,,02:39.0
pid_1885,CAMELOT BY-THE-WATER,,Singapore 436928,436928,110 TANJONG RHU ROAD 436928,,,,02:39.0
pid_1886,EUNOS TECH PARK,,Singapore 415979,415979,60 KAKI BUKIT PLACE 415979,,,,02:39.1
pid_1887,UBI CENTRE,,Singapore 408936,408936,57 UBI AVENUE 1 408936,,,,02:39.1
pid_1888,Management Corporation Strata Title No. 2618,,Singapore 545578,545578,108 YIO CHU KANG ROAD 545578,,,,02:39.1
pid_1889,DE LENTE,,Singapore 278547,278547,104 HOLLAND ROAD 278547,,,,02:39.1
pid_1890,CASA ROSA CONDOMINIUM,,Singapore 536443,536443,35 LORONG ONG LYE 536443,,,,02:39.1
pid_1891,THE MAYFAIR,,Singapore 609477,609477,1 JURONG EAST STREET 32 609477,,,,02:39.1
pid_1892,SUMMERDALE,,Singapore 649925,649925,2 BOON LAY DRIVE 649925,,,,02:39.1
pid_1893,CHOON MOEY MANSIONS,,Singapore 388034,388034,36 LORONG 31 GEYLANG 388034,,,,02:39.1
pid_1894,CANBERLIN LODGE,,Singapore 399221,399221,69 LORONG 6 GEYLANG 399221,,,,02:39.1
pid_1895,WATERFRONT VIEW,,Singapore 470732,470732,731 BEDOK RESERVOIR ROAD 470732,,,,02:39.1
pid_1896,CANBERLIN APARTMENTS,,Singapore 398887,398887,60 LORONG 16 GEYLANG 398887,,,,02:39.1
pid_1897,THE TREVOSE,,Singapore 298090,298090,56 TREVOSE CRESCENT 298090,,,,02:39.1
pid_1898,EMPIRE TECHNOCENTRE,,Singapore 417819,417819,30 KAKI BUKIT ROAD 3 417819,,,,02:39.1
pid_1899,RANGOON VIEW,,Singapore 218460,218460,223 RANGOON ROAD 218460,,,,02:39.1
pid_1900,HOMEY GARDENS,,Singapore 425283,425283,4 LORONG M TELOK KURAU 425283,,,,02:39.1
pid_1901,TANGLIN VIEW,,Singapore 159012,159012,150 PRINCE CHARLES CRESCENT 159012,,,,02:39.1
pid_1902,CENTRAL PLAZA & TIONG BAHRU PLAZA,,Singapore 168730,168730,302 TIONG BAHRU ROAD 168730,,,,02:39.1
pid_1903,BALLOTA PARK CONDOMINIUM,,Singapore 507080,507080,152 MARIAM WAY 507080,,,,02:39.1
pid_1904,WILKIE VALE,,Singapore 228067,228067,64 WILKIE ROAD 228067,,,,02:39.1
pid_1905,SOPHIA VIEW,,Singapore 228173,228173,108 SOPHIA ROAD 228173,,,,02:39.2
pid_1906,CASA SARINA,,Singapore 416729,416729,101 LORONG SARINA 416729,,,,02:39.2
pid_1907,WOODSVALE CONDOMINIUM,,Singapore 738089,738089,17 WOODLANDS DRIVE 72 738089,,,,02:39.2
pid_1908,ARDMORE PARK,,Singapore 259957,259957,11 ARDMORE PARK 259957,,,,02:39.2
pid_1909,SYH LOGISTICS BUILDING,,Singapore 349327,349327,68 KALLANG PUDDING ROAD 349327,,,,02:39.2
pid_1910,FABER CREST CONDOMINIUM,,Singapore 129200,129200,50N FABER HEIGHTS 129200,,,,02:39.2
pid_1911,WINTECH CENTRE,,Singapore 408726,408726,6 UBI ROAD 1 408726,,,,02:39.2
pid_1912,YISHUN SAPPHIRE,,Singapore 768433,768433,40 CANBERRA DRIVE 768433,,,,02:39.2
pid_1913,AVARI CENTRE,,Singapore 389685,389685,683 GEYLANG ROAD 389685,,,,02:39.2
pid_1914,DUNMAN PLACE,,Singapore 439204,439204,515 DUNMAN ROAD 439204,,,,02:39.2
pid_1915,COSY LODGE,,Singapore 388029,388029,29 LORONG 31 GEYLANG 388029,,,,02:39.2
pid_1916,SONG LANG GREEN,,Singapore 426983,426983,48 KOON SENG ROAD 426983,,,,02:39.2
pid_1917,SOPHIA 98,,Singapore 228165,228165,98 SOPHIA ROAD 228165,,,,02:39.2
pid_1918,CHOON KIM HOUSE,,Singapore 534649,534649,780 UPPER SERANGOON ROAD 534649,,,,02:39.2
pid_1919,SUMMERHILL,,Singapore 596229,596229,50/56 HUME AVENUE 596229,,,,02:39.2
pid_1920,WHARTON VALE,,Singapore 58698,58698,68 SOPHIA ROAD 58698,,,,02:39.2
pid_1921,BIZTECH CENTRE,,Singapore 389842,389842,627A ALJUNIED ROAD 389842,,,,02:39.2
pid_1922,HWA YEW INDUSTRIAL BUILDING,,Singapore 729934,729934,17 MANDAI ESTATE 729934,,,,02:39.2
pid_1923,PARC REGENCY,,Singapore 118652,118652,315 PASIR PANJANG ROAD 118652,,,,02:39.2
pid_1924,ST. MARTIN RESIDENCE,,Singapore 257989,257989,2 ST. MARTINS DRIVE 257989,,,,02:39.3
pid_1925,THE CLEARWATER,,Singapore 479232,479232,2 BEDOK RESERVOIR VIEW 479232,,,,02:39.3
pid_1926,SELETARIS CONDOMINIUM,,Singapore 757706,757706,501 SEMBAWANG ROAD 757706,,,,02:39.3
pid_1927,GEYLANG HERITAGE,,Singapore 398231,398231,30 LORONG 34 GEYLANG 398231,,,,02:39.3
pid_1928,THE EQUATORIAL,,Singapore 257872,257872,151 STEVENS ROAD 257872,,,,02:39.3
pid_1929,AQUARIUS BY THE PARK,,Singapore 478926,478926,1 BEDOK RESERVOIR VIEW 478926,,,,02:39.3
pid_1930,JERSEY LODGE,,Singapore 423491,423491,150 LORONG J TELOK KURAU 423491,,,,02:39.3
pid_1931,YISHUN EMERALD,,Singapore 768427,768427,24 CANBERRA DRIVE 768427,,,,02:39.3
pid_1932,East Meadows,,Singapore 465558,465558,30 TANAH MERAH KECHIL ROAD 465558,,,,02:39.3
pid_1933,MORNINGSTAR CENTRE,,Singapore 536302,536302,12 NEW INDUSTRIAL ROAD 536302,,,,02:39.3
pid_1934,SGX CENTRE,,Singapore 68804,68804,2 SHENTON WAY 68804,,,,02:39.3
pid_1935,BREEZY MANSIONS,,Singapore 546079,546079,15 SANDILANDS ROAD 546079,,,,02:39.3
pid_1936,CARISSA PARK,,Singapore 507025,507025,2 FLORA DRIVE 507025,,,,02:39.3
pid_1937,INNOVATION PLACE,,Singapore 729937,729937,25 MANDAI ESTATE 729937,,,,02:39.3
pid_1938,MIAPLACE,,Singapore 439830,439830,116 ARTHUR ROAD 439830,,,,02:39.3
pid_1939,EUPHONY GARDENS,,Singapore 759150,759150,3 JALAN MATA AYER 759150,,,,02:39.3
pid_1940,SCN INDUSTRIAL BUILDING,,Singapore 388402,388402,118 LORONG 23 GEYLANG 388402,,,,02:39.3
pid_1941,SEVEN HOLT ROAD,,Singapore 249445,249445,7 HOLT ROAD 249445,,,,02:39.3
pid_1942,HILLINGTON GREEN,,Singapore 669613,669613,45 HILLVIEW AVENUE 669613,,,,02:39.3
pid_1943,FAIRMOUNT CONDOMINIUM,,Singapore 486365,486365,30 EASTWOOD ROAD 486365,,,,02:39.4
